username,anime_id,my_watched_episodes,my_start_date,my_finish_date,my_score,my_status,my_rewatching,my_rewatching_ep,my_last_updated,my_tags
MistButterfly,31757,0,0000-00-00,0000-00-00,0,6,0.0,0,1449441459,
MistButterfly,31758,0,0000-00-00,0000-00-00,0,6,0.0,0,1449441465,
MistButterfly,31763,1,0000-00-00,0000-00-00,5,2,0.0,0,1469267336,
MistButterfly,31772,6,0000-00-00,0000-00-00,6,2,0.0,0,1464696779,
MistButterfly,31785,1,0000-00-00,0000-00-00,5,2,0.0,0,1506619297,
MistButterfly,31804,12,0000-00-00,0000-00-00,5,2,0.0,0,1466417738,
MistButterfly,31812,1,0000-00-00,0000-00-00,9,2,0.0,0,1505495493,
MistButterfly,31815,4,0000-00-00,0000-00-00,5,2,0.0,0,1456502796,
MistButterfly,31829,1,0000-00-00,0000-00-00,5,2,0.0,0,1457893794,
MistButterfly,31853,1,0000-00-00,0000-00-00,6,2,0.0,0,1495891466,
MistButterfly,31865,8,0000-00-00,0000-00-00,3,2,0.0,0,1459029279,
MistButterfly,31909,1,0000-00-00,0000-00-00,4,2,0.0,0,1449329743,
MistButterfly,31918,4,0000-00-00,0000-00-00,5,2,0.0,0,1459338999,
MistButterfly,31927,1,0000-00-00,0000-00-00,5,2,0.0,0,1503697200,
MistButterfly,31930,1,0000-00-00,0000-00-00,5,2,0.0,0,1459887554,
MistButterfly,31931,4,0000-00-00,0000-00-00,0,1,0.0,0,1524431313,
MistButterfly,31952,12,0000-00-00,0000-00-00,5,2,0.0,0,1474698687,
MistButterfly,31973,4,0000-00-00,0000-00-00,7,2,0.0,0,1462575830,
MistButterfly,31988,13,0000-00-00,0000-00-00,8,2,0.0,0,1482939861,
MistButterfly,31989,1,0000-00-00,0000-00-00,7,2,0.0,0,1461677681,
MistButterfly,31994,13,0000-00-00,0000-00-00,5,2,0.0,0,1459705738,
MistButterfly,32005,1,0000-00-00,0000-00-00,7,2,0.0,0,1503251360,
MistButterfly,32011,13,0000-00-00,0000-00-00,4,2,0.0,0,1470429249,
MistButterfly,32015,3,0000-00-00,0000-00-00,6,2,0.0,0,1491678457,
MistButterfly,32023,12,0000-00-00,0000-00-00,5,2,0.0,0,1459023725,
MistButterfly,32026,1,0000-00-00,0000-00-00,7,2,0.0,0,1458048392,
MistButterfly,32030,1,0000-00-00,0000-00-00,6,2,0.0,0,1506705649,
MistButterfly,32032,12,0000-00-00,0000-00-00,4,2,0.0,0,1498819278,
MistButterfly,32065,1,0000-00-00,0000-00-00,5,2,0.0,0,1459448983,
MistButterfly,32071,1,0000-00-00,0000-00-00,6,2,0.0,0,1476457151,
MistButterfly,32093,12,0000-00-00,0000-00-00,8,2,0.0,0,1466767484,
MistButterfly,32094,12,0000-00-00,0000-00-00,5,2,0.0,0,1466539341,
MistButterfly,32122,1,0000-00-00,0000-00-00,7,2,0.0,0,1448310036,
MistButterfly,32153,1,0000-00-00,0000-00-00,5,2,0.0,0,1492030531,
MistButterfly,32160,1,0000-00-00,0000-00-00,5,2,0.0,0,1500062699,
MistButterfly,32188,1,0000-00-00,0000-00-00,8,2,0.0,0,1449839377,
MistButterfly,32189,12,0000-00-00,0000-00-00,7,2,0.0,0,1474808994,
MistButterfly,32190,1,0000-00-00,0000-00-00,5,2,0.0,0,1473941445,
MistButterfly,32202,1,0000-00-00,0000-00-00,5,2,0.0,0,1463925925,
MistButterfly,32212,0,0000-00-00,0000-00-00,0,6,0.0,0,1504278028,
MistButterfly,32245,26,0000-00-00,0000-00-00,5,2,0.0,0,1475272488,
MistButterfly,32264,1,0000-00-00,0000-00-00,5,2,0.0,0,1470429451,
MistButterfly,32271,11,0000-00-00,0000-00-00,3,2,0.0,0,1514154976,
MistButterfly,32274,12,0000-00-00,0000-00-00,4,2,0.0,0,1459192887,
MistButterfly,32309,4,0000-00-00,0000-00-00,5,2,0.0,0,1507934330,
MistButterfly,32311,1,0000-00-00,0000-00-00,5,2,0.0,0,1460999182,
MistButterfly,32321,1,0000-00-00,0000-00-00,6,2,0.0,0,1454010723,
MistButterfly,32324,1,0000-00-00,0000-00-00,5,2,0.0,0,1463919183,
MistButterfly,32338,1,0000-00-00,0000-00-00,5,2,0.0,0,1485276368,
MistButterfly,32359,1,0000-00-00,0000-00-00,5,2,0.0,0,1469986841,
MistButterfly,32365,1,0000-00-00,0000-00-00,6,2,0.0,0,1468085394,
MistButterfly,32366,2,0000-00-00,0000-00-00,8,2,0.0,0,1478297344,
MistButterfly,32380,1,0000-00-00,0000-00-00,5,2,0.0,0,1466767046,
MistButterfly,32383,8,0000-00-00,0000-00-00,5,2,0.0,0,1481647482,
MistButterfly,32385,3,0000-00-00,0000-00-00,5,2,0.0,0,1451662179,
MistButterfly,32407,12,0000-00-00,0000-00-00,4,2,0.0,0,1498254196,
MistButterfly,32412,6,0000-00-00,0000-00-00,5,2,0.0,0,1475875570,
MistButterfly,32415,1,0000-00-00,0000-00-00,5,2,0.0,0,1457286268,
MistButterfly,32437,1,0000-00-00,0000-00-00,5,2,0.0,0,1482780284,
MistButterfly,32446,1,0000-00-00,0000-00-00,6,2,0.0,0,1506705657,
MistButterfly,32447,11,0000-00-00,0000-00-00,4,2,0.0,0,1507653149,
MistButterfly,32483,12,0000-00-00,0000-00-00,5,2,0.0,0,1474971258,
MistButterfly,32491,4,0000-00-00,0000-00-00,7,2,0.0,0,1458996455,
MistButterfly,32494,24,0000-00-00,0000-00-00,6,2,0.0,0,1481993498,
MistButterfly,32547,1,0000-00-00,0000-00-00,6,2,0.0,0,1476719044,
MistButterfly,32561,1,0000-00-00,0000-00-00,5,2,0.0,0,1461178600,
MistButterfly,32566,1,0000-00-00,0000-00-00,7,2,0.0,0,1454611187,
MistButterfly,32574,1,0000-00-00,0000-00-00,6,2,0.0,0,1465044979,
MistButterfly,32608,24,0000-00-00,0000-00-00,4,2,0.0,0,1474708495,
MistButterfly,32664,13,0000-00-00,0000-00-00,6,2,0.0,0,1474808978,
MistButterfly,32668,1,0000-00-00,0000-00-00,7,2,0.0,0,1455562407,
MistButterfly,32696,13,0000-00-00,0000-00-00,6,2,0.0,0,1474291435,
MistButterfly,32697,12,0000-00-00,0000-00-00,4,2,0.0,0,1474698585,
MistButterfly,32730,1,0000-00-00,0000-00-00,5,2,0.0,0,1458483057,
MistButterfly,32735,1,0000-00-00,0000-00-00,4,2,0.0,0,1461178873,
MistButterfly,32740,1,0000-00-00,0000-00-00,5,2,0.0,0,1464355808,
MistButterfly,32801,1,0000-00-00,0000-00-00,5,2,0.0,0,1481299888,
MistButterfly,32827,12,0000-00-00,0000-00-00,7,2,0.0,0,1520289559,
MistButterfly,32836,13,0000-00-00,0000-00-00,6,2,0.0,0,1506957243,
MistButterfly,32843,0,0000-00-00,0000-00-00,0,6,0.0,0,1499067560,
MistButterfly,32863,8,0000-00-00,0000-00-00,6,2,0.0,0,1467322768,
MistButterfly,32869,1,0000-00-00,0000-00-00,7,2,0.0,0,1472907832,
MistButterfly,32870,1,0000-00-00,0000-00-00,6,2,0.0,0,1475850350,
MistButterfly,32871,1,0000-00-00,0000-00-00,7,2,0.0,0,1480931228,
MistButterfly,32878,12,0000-00-00,0000-00-00,6,2,0.0,0,1490622969,
MistButterfly,32888,1,0000-00-00,0000-00-00,5,2,0.0,0,1463313129,
MistButterfly,32899,12,0000-00-00,0000-00-00,6,2,0.0,0,1482590565,
MistButterfly,32915,1,0000-00-00,0000-00-00,7,2,0.0,0,1469618960,
MistButterfly,32924,12,0000-00-00,0000-00-00,5,2,0.0,0,1490609571,
MistButterfly,32930,3,0000-00-00,0000-00-00,6,2,0.0,0,1481993481,
MistButterfly,32936,12,0000-00-00,0000-00-00,5,2,0.0,0,1497740205,
MistButterfly,32947,11,0000-00-00,0000-00-00,5,2,0.0,0,1474698721,
MistButterfly,32948,11,0000-00-00,0000-00-00,7,2,0.0,0,1482590604,
MistButterfly,32950,1,0000-00-00,0000-00-00,5,2,0.0,0,1466868738,
MistButterfly,32951,12,0000-00-00,0000-00-00,6,2,0.0,0,1497946511,
MistButterfly,32954,9,0000-00-00,0000-00-00,4,2,0.0,0,1502437215,
MistButterfly,32979,0,0000-00-00,0000-00-00,0,6,0.0,0,1499978135,
MistButterfly,32983,11,0000-00-00,0000-00-00,10,2,0.0,0,1482333329,
MistButterfly,33004,35,0000-00-00,0000-00-00,5,2,0.0,0,1468064642,
MistButterfly,33010,0,0000-00-00,0000-00-00,0,6,0.0,0,1475579738,
MistButterfly,33013,2,0000-00-00,0000-00-00,7,2,0.0,0,1504470284,
MistButterfly,33018,13,0000-00-00,0000-00-00,5,2,0.0,0,1506267868,
MistButterfly,33021,12,0000-00-00,0000-00-00,3,2,0.0,0,1504792401,
MistButterfly,33023,12,0000-00-00,0000-00-00,5,2,0.0,0,1482087112,
MistButterfly,33024,1,0000-00-00,0000-00-00,5,2,0.0,0,1475134778,
MistButterfly,33025,1,0000-00-00,0000-00-00,5,2,0.0,0,1478289204,
MistButterfly,33028,11,0000-00-00,0000-00-00,8,2,0.0,0,1474292582,
MistButterfly,33032,1,0000-00-00,0000-00-00,7,2,0.0,0,1470989256,
MistButterfly,33033,2,0000-00-00,0000-00-00,5,2,0.0,0,1474698564,
MistButterfly,33036,1,0000-00-00,0000-00-00,6,2,0.0,0,1481969709,
MistButterfly,33037,13,0000-00-00,0000-00-00,6,2,0.0,0,1474971242,
MistButterfly,33038,30,0000-00-00,0000-00-00,4,2,0.0,0,1497823312,
MistButterfly,33041,12,0000-00-00,0000-00-00,5,2,0.0,0,1485282977,
MistButterfly,33045,12,0000-00-00,0000-00-00,5,2,0.0,0,1481993490,
MistButterfly,33046,12,0000-00-00,0000-00-00,6,2,0.0,0,1474708499,
MistButterfly,33049,0,0000-00-00,0000-00-00,0,6,0.0,0,1478878659,
MistButterfly,33050,0,0000-00-00,0000-00-00,0,6,0.0,0,1478878682,
MistButterfly,33056,3,0000-00-00,0000-00-00,5,2,0.0,0,1499157616,
MistButterfly,33071,1,0000-00-00,0000-00-00,7,2,0.0,0,1501926325,
MistButterfly,33074,2,0000-00-00,0000-00-00,5,2,0.0,0,1522784966,
MistButterfly,33080,5,0000-00-00,0000-00-00,5,2,0.0,0,1474291412,
MistButterfly,33082,1,0000-00-00,0000-00-00,6,2,0.0,0,1468060019,
MistButterfly,33087,1,0000-00-00,0000-00-00,5,2,0.0,0,1474723743,
MistButterfly,33091,5,0000-00-00,2016-08-05,5,2,0.0,0,1470401530,
MistButterfly,33094,13,0000-00-00,0000-00-00,6,2,0.0,0,1482590559,
MistButterfly,33095,12,0000-00-00,0000-00-00,10,2,0.0,0,1490623939,
MistButterfly,33113,12,0000-00-00,0000-00-00,4,2,0.0,0,1474698570,
MistButterfly,33129,2,0000-00-00,0000-00-00,6,2,0.0,0,1474971252,
MistButterfly,33130,1,0000-00-00,0000-00-00,5,2,0.0,0,1463855154,
MistButterfly,33145,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513052,
MistButterfly,33155,1,0000-00-00,0000-00-00,5,2,0.0,0,1506692523,
MistButterfly,33156,1,0000-00-00,0000-00-00,5,2,0.0,0,1506692528,
MistButterfly,33157,7,0000-00-00,0000-00-00,5,2,0.0,0,1484923442,
MistButterfly,33161,1,0000-00-00,0000-00-00,7,2,0.0,0,1477600841,
MistButterfly,33170,1,0000-00-00,0000-00-00,5,2,0.0,0,1504792381,
MistButterfly,33181,1,0000-00-00,0000-00-00,6,2,0.0,0,1474698042,
MistButterfly,33185,0,0000-00-00,0000-00-00,0,6,0.0,0,1462635022,
MistButterfly,33191,1,0000-00-00,0000-00-00,6,1,0.0,0,1519050903,
MistButterfly,33197,12,0000-00-00,0000-00-00,5,2,0.0,0,1482590588,
MistButterfly,33203,12,0000-00-00,0000-00-00,6,2,0.0,0,1498641154,
MistButterfly,33204,1,0000-00-00,0000-00-00,6,2,0.0,0,1490186021,
MistButterfly,33208,2,0000-00-00,0000-00-00,4,2,0.0,0,1480931200,
MistButterfly,33209,14,0000-00-00,0000-00-00,6,2,0.0,0,1513808926,
MistButterfly,33219,1,0000-00-00,0000-00-00,5,2,0.0,0,1507046195,
MistButterfly,33221,1,0000-00-00,0000-00-00,6,2,0.0,0,1466868752,
MistButterfly,33241,10,0000-00-00,0000-00-00,5,2,0.0,0,1480438622,
MistButterfly,33245,12,0000-00-00,0000-00-00,4,2,0.0,0,1481993515,
MistButterfly,33247,3,0000-00-00,0000-00-00,5,2,0.0,0,1464696763,
MistButterfly,33248,0,0000-00-00,0000-00-00,0,6,0.0,0,1462025583,
MistButterfly,33253,13,0000-00-00,0000-00-00,7,2,0.0,0,1482590583,
MistButterfly,33254,2,0000-00-00,0000-00-00,6,2,0.0,0,1478888022,
MistButterfly,33263,8,0000-00-00,0000-00-00,8,2,0.0,0,1513799124,
MistButterfly,33280,1,0000-00-00,0000-00-00,5,2,0.0,0,1510413927,
MistButterfly,33299,13,0000-00-00,0000-00-00,6,2,0.0,0,1482590597,
MistButterfly,33302,0,0000-00-00,0000-00-00,0,6,0.0,0,1469185130,
MistButterfly,33323,1,0000-00-00,0000-00-00,8,2,0.0,0,1482322197,
MistButterfly,33338,1,0000-00-00,0000-00-00,6,2,0.0,0,1468950377,
MistButterfly,33350,24,0000-00-00,0000-00-00,6,2,0.0,0,1497823393,
MistButterfly,33354,18,0000-00-00,0000-00-00,0,1,0.0,0,1524431349,
MistButterfly,33360,1,0000-00-00,0000-00-00,5,2,0.0,0,1478623528,
MistButterfly,33362,12,0000-00-00,0000-00-00,6,2,0.0,0,1497946533,
MistButterfly,33371,12,0000-00-00,0000-00-00,5,2,0.0,0,1499611382,
MistButterfly,33372,1,0000-00-00,0000-00-00,7,2,0.0,0,1475264305,
MistButterfly,33378,0,0000-00-00,0000-00-00,0,6,0.0,0,1465044990,
MistButterfly,33392,12,0000-00-00,0000-00-00,4,2,0.0,0,1482333299,
MistButterfly,33417,10,0000-00-00,0000-00-00,7,2,0.0,0,1489786757,
MistButterfly,33420,1,0000-00-00,0000-00-00,6,2,0.0,0,1506705665,
MistButterfly,33421,12,0000-00-00,0000-00-00,5,2,0.0,0,1474698699,
MistButterfly,33433,12,0000-00-00,0000-00-00,5,2,0.0,0,1481998855,
MistButterfly,33446,13,0000-00-00,0000-00-00,6,2,0.0,0,1513808948,
MistButterfly,33447,12,0000-00-00,0000-00-00,3,2,0.0,0,1503074194,
MistButterfly,33454,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513031,
MistButterfly,33457,1,0000-00-00,0000-00-00,3,2,0.0,0,1482322170,
MistButterfly,33462,12,0000-00-00,0000-00-00,5,2,0.0,0,1482590573,
MistButterfly,33475,12,0000-00-00,0000-00-00,5,2,0.0,0,1497946482,
MistButterfly,33489,25,0000-00-00,0000-00-00,8,2,0.0,0,1498641144,
MistButterfly,33491,1,0000-00-00,0000-00-00,5,2,0.0,0,1472194922,
MistButterfly,33498,1,0000-00-00,0000-00-00,5,2,0.0,0,1468572168,
MistButterfly,33499,2,0000-00-00,0000-00-00,5,2,0.0,0,1468572173,
MistButterfly,33511,1,0000-00-00,0000-00-00,5,2,0.0,0,1480008806,
MistButterfly,33513,1,0000-00-00,0000-00-00,7,2,0.0,0,1480008816,
MistButterfly,33519,1,0000-00-00,0000-00-00,6,2,0.0,0,1483183706,
MistButterfly,33520,1,0000-00-00,0000-00-00,6,2,0.0,0,1483795463,
MistButterfly,33522,0,0000-00-00,0000-00-00,0,6,0.0,0,1470911182,
MistButterfly,33524,1,0000-00-00,0000-00-00,6,2,0.0,0,1474971095,
MistButterfly,33531,4,0000-00-00,0000-00-00,0,1,0.0,0,1524431201,
MistButterfly,33542,0,0000-00-00,0000-00-00,0,6,0.0,0,1499939915,
MistButterfly,33543,2,0000-00-00,0000-00-00,5,2,0.0,0,1471210685,
MistButterfly,33544,2,0000-00-00,0000-00-00,5,2,0.0,0,1471210664,
MistButterfly,33545,1,0000-00-00,0000-00-00,4,2,0.0,0,1471513077,
MistButterfly,33547,1,0000-00-00,0000-00-00,5,2,0.0,0,1471210659,
MistButterfly,33548,6,0000-00-00,0000-00-00,5,2,0.0,0,1471513067,
MistButterfly,33549,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513072,
MistButterfly,33550,1,0000-00-00,0000-00-00,5,2,0.0,0,1471210652,
MistButterfly,33551,9,0000-00-00,0000-00-00,5,2,0.0,0,1471210638,
MistButterfly,33552,4,0000-00-00,0000-00-00,5,2,0.0,0,1471210647,
MistButterfly,33573,13,0000-00-00,0000-00-00,5,2,0.0,0,1493119718,
MistButterfly,33605,20,0000-00-00,0000-00-00,5,2,0.0,0,1486328241,
MistButterfly,33606,1,0000-00-00,0000-00-00,5,2,0.0,0,1468422932,
MistButterfly,33618,1,0000-00-00,0000-00-00,3,2,0.0,0,1480931189,
MistButterfly,33654,12,0000-00-00,0000-00-00,7,2,0.0,0,1506267844,
MistButterfly,33674,1,0000-00-00,0000-00-00,8,2,0.0,0,1519500926,
MistButterfly,33681,1,0000-00-00,0000-00-00,4,2,0.0,0,1502437222,
MistButterfly,33690,12,0000-00-00,0000-00-00,4,2,0.0,0,1491575261,
MistButterfly,33705,4,0000-00-00,0000-00-00,5,2,0.0,0,1471513062,
MistButterfly,33709,1,0000-00-00,0000-00-00,5,2,0.0,0,1471207542,
MistButterfly,33713,2,0000-00-00,0000-00-00,5,2,0.0,0,1469267454,
MistButterfly,33718,1,0000-00-00,0000-00-00,5,2,0.0,0,1503074260,
MistButterfly,33726,12,0000-00-00,0000-00-00,7,2,0.0,0,1505939381,
MistButterfly,33728,1,0000-00-00,0000-00-00,6,2,0.0,0,1480931241,
MistButterfly,33729,1,0000-00-00,0000-00-00,5,2,0.0,0,1484408009,
MistButterfly,33730,1,0000-00-00,0000-00-00,5,2,0.0,0,1486815062,
MistButterfly,33740,1,0000-00-00,0000-00-00,7,2,0.0,0,1474283081,
MistButterfly,33741,1,0000-00-00,0000-00-00,5,2,0.0,0,1476718930,
MistButterfly,33743,12,0000-00-00,0000-00-00,6,2,0.0,0,1490623908,
MistButterfly,33771,12,0000-00-00,0000-00-00,4,2,0.0,0,1482333310,
MistButterfly,33775,12,0000-00-00,0000-00-00,4,2,0.0,0,1497823360,
MistButterfly,33783,0,0000-00-00,0000-00-00,0,6,0.0,0,1502874517,
MistButterfly,33788,12,0000-00-00,0000-00-00,6,2,0.0,0,1490906200,
MistButterfly,33797,12,0000-00-00,0000-00-00,4,2,0.0,0,1498317107,
MistButterfly,33798,1,0000-00-00,0000-00-00,4,2,0.0,0,1470911168,
MistButterfly,33803,13,0000-00-00,0000-00-00,5,2,0.0,0,1484408621,
MistButterfly,33806,9,0000-00-00,0000-00-00,4,2,0.0,0,1499939717,
MistButterfly,33818,1,0000-00-00,0000-00-00,5,2,0.0,0,1490906130,
MistButterfly,33820,0,0000-00-00,0000-00-00,4,2,0.0,0,1470911215,
MistButterfly,33834,12,0000-00-00,0000-00-00,3,2,0.0,0,1501422526,
MistButterfly,33835,0,0000-00-00,0000-00-00,0,6,0.0,0,1503137797,
MistButterfly,33836,12,0000-00-00,0000-00-00,4,2,0.0,0,1490609589,
MistButterfly,33840,12,0000-00-00,0000-00-00,5,2,0.0,0,1498254188,
MistButterfly,33845,1,0000-00-00,0000-00-00,7,2,0.0,0,1525710909,
MistButterfly,33850,4,0000-00-00,0000-00-00,0,1,0.0,0,1524431162,
MistButterfly,33852,0,0000-00-00,0000-00-00,0,6,0.0,0,1472194748,
MistButterfly,33874,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513026,
MistButterfly,33875,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513020,
MistButterfly,33877,1,0000-00-00,0000-00-00,5,2,0.0,0,1471513015,
MistButterfly,33878,1,0000-00-00,0000-00-00,5,2,0.0,0,1471512953,
MistButterfly,33879,2,0000-00-00,0000-00-00,5,2,0.0,0,1471512946,
MistButterfly,33880,2,0000-00-00,0000-00-00,5,2,0.0,0,1471512940,
MistButterfly,33881,2,0000-00-00,0000-00-00,5,2,0.0,0,1471512933,
MistButterfly,33889,4,0000-00-00,0000-00-00,0,1,0.0,0,1524431144,
MistButterfly,33899,15,0000-00-00,0000-00-00,0,1,0.0,0,1521990534,
MistButterfly,33902,3,0000-00-00,0000-00-00,5,2,0.0,0,1495994884,
MistButterfly,33911,2,0000-00-00,0000-00-00,4,2,0.0,0,1471942693,
MistButterfly,33912,2,0000-00-00,0000-00-00,4,2,0.0,0,1471942699,
MistButterfly,33929,2,0000-00-00,0000-00-00,7,2,0.0,0,1496782296,
MistButterfly,33950,1,0000-00-00,0000-00-00,5,2,0.0,0,1494536147,
MistButterfly,33964,1,0000-00-00,0000-00-00,5,2,0.0,0,1472291164,
MistButterfly,33966,0,0000-00-00,0000-00-00,0,6,0.0,0,1522592404,
MistButterfly,33970,1,0000-00-00,0000-00-00,0,1,0.0,0,1522952439,
MistButterfly,33985,12,0000-00-00,0000-00-00,5,2,0.0,0,1481993509,
MistButterfly,33988,12,0000-00-00,0000-00-00,7,2,0.0,0,1490622955,
MistButterfly,34008,2,0000-00-00,0000-00-00,5,2,0.0,0,1494974151,
MistButterfly,34012,12,0000-00-00,0000-00-00,5,2,0.0,0,1505939191,
MistButterfly,34016,1,0000-00-00,0000-00-00,4,2,0.0,0,1486573622,
MistButterfly,34021,0,0000-00-00,0000-00-00,0,6,0.0,0,1482954773,
MistButterfly,34032,1,0000-00-00,0000-00-00,5,2,0.0,0,1497125748,
MistButterfly,34036,1,0000-00-00,0000-00-00,8,2,0.0,0,1481299994,
MistButterfly,34085,1,0000-00-00,0000-00-00,6,2,0.0,0,1474698075,
MistButterfly,34088,12,0000-00-00,0000-00-00,4,2,0.0,0,1490622962,
MistButterfly,34100,0,0000-00-00,0000-00-00,0,6,0.0,0,1474698117,
MistButterfly,34102,24,0000-00-00,0000-00-00,6,2,0.0,0,1505489741,
MistButterfly,34103,1,0000-00-00,0000-00-00,8,2,0.0,0,1475135611,
MistButterfly,34104,13,0000-00-00,0000-00-00,5,2,0.0,0,1506267832,
MistButterfly,34106,25,0000-00-00,0000-00-00,5,2,0.0,0,1506267818,
MistButterfly,34125,2,0000-00-00,0000-00-00,5,2,0.0,0,1495986411,
MistButterfly,34126,11,0000-00-00,0000-00-00,5,2,0.0,0,1489787362,
MistButterfly,34134,0,0000-00-00,0000-00-00,0,6,0.0,0,1474836450,
MistButterfly,34136,1,0000-00-00,0000-00-00,7,2,0.0,0,1479481877,
MistButterfly,34148,12,0000-00-00,0000-00-00,5,2,0.0,0,1490622947,
MistButterfly,34152,1,0000-00-00,0000-00-00,6,2,0.0,0,1485263478,
MistButterfly,34161,1,0000-00-00,0000-00-00,6,2,0.0,0,1488117861,
MistButterfly,34173,4,0000-00-00,0000-00-00,5,2,0.0,0,1499157627,
MistButterfly,34176,12,0000-00-00,0000-00-00,4,2,0.0,0,1498641127,
MistButterfly,34204,7,0000-00-00,0000-00-00,5,2,0.0,0,1505236221,
MistButterfly,34208,2,0000-00-00,0000-00-00,5,2,0.0,0,1522875318,
MistButterfly,34209,0,0000-00-00,0000-00-00,0,6,0.0,0,1506619292,
MistButterfly,34222,0,0000-00-00,0000-00-00,0,6,0.0,0,1516456058,
MistButterfly,34238,1,0000-00-00,0000-00-00,6,2,0.0,0,1481631104,
MistButterfly,34240,1,0000-00-00,0000-00-00,6,2,0.0,0,1477257569,
MistButterfly,34252,1,0000-00-00,0000-00-00,5,2,0.0,0,1485276378,
MistButterfly,34262,12,0000-00-00,0000-00-00,6,2,0.0,0,1497994870,
MistButterfly,34277,1,0000-00-00,0000-00-00,5,2,0.0,0,1503953420,
MistButterfly,34279,18,0000-00-00,0000-00-00,0,1,0.0,0,1524431222,
MistButterfly,34318,4,0000-00-00,0000-00-00,7,2,0.0,0,1507046148,
MistButterfly,34321,1,0000-00-00,0000-00-00,6,2,0.0,0,1483183723,
MistButterfly,34325,2,0000-00-00,0000-00-00,4,2,0.0,0,1479481994,
MistButterfly,34349,0,0000-00-00,0000-00-00,0,6,0.0,0,1478878701,
MistButterfly,34350,12,0000-00-00,0000-00-00,5,2,0.0,0,1498317079,
MistButterfly,34366,1,0000-00-00,0000-00-00,5,2,0.0,0,1482590418,
MistButterfly,34374,1,0000-00-00,0000-00-00,5,2,0.0,0,1490186004,
MistButterfly,34389,12,0000-00-00,0000-00-00,5,2,0.0,0,1489329072,
MistButterfly,34391,4,0000-00-00,0000-00-00,6,2,0.0,0,1504470267,
MistButterfly,34392,12,0000-00-00,0000-00-00,4,2,0.0,0,1490906194,
MistButterfly,34393,12,0000-00-00,0000-00-00,5,2,0.0,0,1498641163,
MistButterfly,34411,12,0000-00-00,0000-00-00,3,2,0.0,0,1514154892,
MistButterfly,34412,1,0000-00-00,0000-00-00,5,2,0.0,0,1485276388,
MistButterfly,34414,12,0000-00-00,0000-00-00,6,2,0.0,0,1490213504,
MistButterfly,34428,1,0000-00-00,0000-00-00,6,2,0.0,0,1488793787,
MistButterfly,34430,1,0000-00-00,0000-00-00,8,2,0.0,0,1503251370,
MistButterfly,34437,0,0000-00-00,0000-00-00,0,6,0.0,0,1480287908,
MistButterfly,34438,1,0000-00-00,0000-00-00,8,2,0.0,0,1508590213,
MistButterfly,34439,1,0000-00-00,0000-00-00,8,2,0.0,0,1518359159,
MistButterfly,34440,0,0000-00-00,0000-00-00,0,6,0.0,0,1506349021,
MistButterfly,34445,6,0000-00-00,0000-00-00,5,2,0.0,0,1514154867,
MistButterfly,34449,12,0000-00-00,0000-00-00,3,2,0.0,0,1507481345,
MistButterfly,34465,2,0000-00-00,0000-00-00,7,2,0.0,0,1507046409,
MistButterfly,34467,13,0000-00-00,0000-00-00,5,2,0.0,0,1490609564,
MistButterfly,34474,13,0000-00-00,0000-00-00,6,2,0.0,0,1514391491,
MistButterfly,34476,1,0000-00-00,0000-00-00,2,2,0.0,0,1480931211,
MistButterfly,34494,25,0000-00-00,0000-00-00,5,2,0.0,0,1505939061,
MistButterfly,34497,12,0000-00-00,0000-00-00,4,2,0.0,0,1522410124,
MistButterfly,34498,0,0000-00-00,0000-00-00,0,6,0.0,0,1481300193,
MistButterfly,34501,12,0000-00-00,0000-00-00,6,2,0.0,0,1499069723,
MistButterfly,34513,2,0000-00-00,0000-00-00,0,1,0.0,0,1524431318,
MistButterfly,34522,0,0000-00-00,0000-00-00,0,6,0.0,0,1481631115,
MistButterfly,34525,12,0000-00-00,0000-00-00,5,2,0.0,0,1506267854,
MistButterfly,34532,1,0000-00-00,0000-00-00,0,6,0.0,0,1495358589,
MistButterfly,34533,1,0000-00-00,0000-00-00,5,2,0.0,0,1493561074,
MistButterfly,34534,2,0000-00-00,0000-00-00,8,2,0.0,0,1498824179,
MistButterfly,34537,1,0000-00-00,0000-00-00,8,2,0.0,0,1491574015,
MistButterfly,34541,1,0000-00-00,0000-00-00,6,2,0.0,0,1499615844,
MistButterfly,34544,0,0000-00-00,0000-00-00,0,6,0.0,0,1520785408,
MistButterfly,34547,24,0000-00-00,0000-00-00,6,2,0.0,0,1514154904,
MistButterfly,34548,0,0000-00-00,0000-00-00,0,6,0.0,0,1482087044,
MistButterfly,34550,12,0000-00-00,0000-00-00,4,2,0.0,0,1497946501,
MistButterfly,34552,12,0000-00-00,0000-00-00,5,2,0.0,0,1510862731,
MistButterfly,34561,22,0000-00-00,0000-00-00,7,2,0.0,0,1505489733,
MistButterfly,34565,13,0000-00-00,0000-00-00,4,2,0.0,0,1506957262,
MistButterfly,34566,60,0000-00-00,0000-00-00,0,1,0.0,0,1524431399,
MistButterfly,34602,12,0000-00-00,0000-00-00,5,2,0.0,0,1491678450,
MistButterfly,34604,1,0000-00-00,0000-00-00,5,1,0.0,0,1504887865,
